host_name,area,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Panpilas,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,195,2022-12-22,1,145,4
Piya,Khlong San,13.72219,100.50517,Entire home/apt,2009,180,35,2017-08-11,8,179,0
Thanijchayapha,Yan na wa,13.67892,100.5265,Entire home/apt,1800,3,0,2017-12-27,1,90,0
Peung Pataraporn,Parthum Wan,13.73982,100.5406,Entire home/apt,1004,23,2,2018-05-14,1,76,0
Imteddy,Chatu Chak,13.80556,100.56883,Entire home/apt,590,6,24,2022-08-22,1,325,3
ISanook Hotel,Bang Rak,13.73167,100.52116,Private room,2650,30,4,2014-04-07,45,341,0
ISanook Hotel,Bang Rak,13.7344,100.52201,Private room,1900,30,18,2022-08-03,45,337,3
Egg,Sathon,13.72053,100.53854,Entire home/apt,1177,180,87,2016-08-20,1,365,0
Evan From Sanctuary House,Sathon,13.72052,100.54682,Entire home/apt,1400,1,300,2022-10-24,8,327,4
Kiattisak,Vadhana,13.73616,100.57224,Entire home/apt,9999,2,46,2019-02-26,53,356,0
David,Phra Khanong,13.70309,100.60269,Entire home/apt,1500,3,21,2022-09-15,7,207,5
Somkid,Pra Wet,13.72352,100.6536,Entire home/apt,10000,1,0,2022-08-01,1,365,0
ISanook Hotel,Bang Rak,13.73337,100.52274,Private room,1500,30,10,2022-06-18,45,189,1
Siamaze,Din Daeng,13.78542,100.56921,Shared room,456,1,4,2017-04-16,8,353,0
David,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,16,2022-12-26,7,230,3
Kiattisak,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,25,2022-12-07,53,358,2
Bert,Phaya Thai,13.79203,100.54336,Entire home/apt,1457,30,153,2018-07-02,1,76,0
Bojan,Bang Rak,13.72153,100.5286,Entire home/apt,1212,5,25,2020-03-15,1,178,0
Wipawe,Khlong San,13.72185,100.50663,Entire home/apt,1039,84,25,2019-02-20,2,249,0
ISanook Hotel,Bang Rak,13.73208,100.52062,Private room,1500,30,7,2019-07-22,45,234,0
ISanook Hotel,Bang Rak,13.73397,100.52272,Private room,2100,30,7,2017-10-25,45,336,0
ISanook Hotel,Bang Rak,13.73229,100.52286,Private room,1700,30,5,2019-03-19,45,336,0
Ba-Wornpak (TAE),Khlong Toei,13.72752,100.55957,Entire home/apt,2000,2,65,2022-06-21,1,177,1
ISanook Hotel,Bang Rak,13.73244,100.52204,Private room,1800,30,21,2020-04-11,45,336,0
Kriengkrai,Sathon,13.71711,100.51524,Shared room,490,2,27,2019-08-01,7,365,0
ISanook Hotel,Bang Rak,13.73232,100.52336,Private room,2700,30,8,2015-03-25,45,327,0
ISanook Hotel,Bang Rak,13.73241,100.52168,Private room,2100,30,23,2018-01-11,45,357,0
ISanook Hotel,Bang Rak,13.73195,100.52318,Private room,3657,30,33,2022-10-01,45,330,1
Wimonpak,Sathon,13.71637,100.51592,Entire home/apt,888,100,228,2019-11-18,41,365,0
Kriengsak,Yan na wa,13.70249,100.53757,Private room,7343,1,1,2019-09-22,8,349,0
ISanook Hotel,Bang Rak,13.73288,100.52328,Private room,2450,30,15,2022-11-20,45,320,2
Luckana,Lat Krabang,13.71944,100.73128,Entire home/apt,1316,1,63,2020-02-28,2,365,0
Evan,Sathon,13.72066,100.5471,Entire home/apt,800,1,193,2020-10-31,37,355,0
Oillie,Bangkok Yai,13.74266,100.47679,Entire home/apt,1100,1,8,2020-01-23,11,354,0
Oillie,Bangkok Yai,13.74286,100.47575,Entire home/apt,1600,1,4,2018-03-28,11,365,0
Oillie,Bangkok Yai,13.74162,100.47567,Entire home/apt,1400,1,2,2022-11-24,11,365,2
Oillie,Bangkok Yai,13.74308,100.47737,Entire home/apt,2700,1,1,2016-01-10,11,365,0
Evan,Sathon,13.72067,100.54706,Entire home/apt,750,1,181,2022-11-21,37,290,8
Kiattisak,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,24,2022-12-22,53,359,2
Adagio Bangkok,Khlong Toei,13.71747,100.5804,Private room,1300,1,1,2018-08-20,6,365,0
Around The World B&B,Suanluang,13.73749,100.63279,Private room,8000,1,14,2018-07-04,10,365,0
Around The World B&B,Suanluang,13.73618,100.63117,Private room,950,1,13,2018-02-19,10,364,0
Achara,Bang Na,13.68401,100.61513,Entire home/apt,1905,2,60,2022-12-20,1,326,10
Yair,Suanluang,13.72351,100.61641,Entire home/apt,1835,10,0,2020-06-24,10,365,0
Kanokon,Suanluang,13.7447,100.60093,Private room,1801,30,3,2017-12-29,2,312,0
Thanan,Khlong Toei,13.72699,100.56988,Entire home/apt,2043,370,23,2017-10-21,2,365,0
Adagio Bangkok,Khlong Toei,13.70597,100.59998,Private room,1050,1,1,2017-08-25,6,358,0
Sujira,Sathon,13.71261,100.51296,Entire home/apt,800,1,251,2022-12-12,25,257,30
Panumas,Parthum Wan,13.73954,100.53954,Entire home/apt,1351,1,53,2017-11-05,1,241,0
Yair,Suanluang,13.72343,100.61643,Entire home/apt,1659,10,5,2019-02-28,4,343,0
Phakarat,Bang Sue,13.80733,100.53038,Entire home/apt,1843,2,4,2022-08-16,1,173,1
Gün,Vadhana,13.71805,100.59001,Private room,4429,3,0,2021-05-02,1,365,0
Wimonpak,Sathon,13.71199,100.5116,Entire home/apt,750,100,115,2020-01-17,41,365,0
Sirinda,Khlong Sam Wa,13.84645,100.69468,Entire home/apt,2000,1,0,2018-10-28,1,365,0
Around The World B&B,Suanluang,13.73584,100.63094,Private room,950,1,3,2017-08-09,10,364,0
Around The World B&B,Suanluang,13.73601,100.63298,Private room,800,1,9,2019-01-07,10,364,0
Around The World B&B,Suanluang,13.736,100.63322,Private room,742,1,9,2018-11-27,10,364,0
Andrea,Vadhana,13.74322,100.5564,Entire home/apt,1212,24,61,2022-12-03,1,12,7
Coco,Din Daeng,13.75941,100.55571,Private room,1500,3,0,2022-12-09,2,365,0
Attapol,Vadhana,13.708,100.60072,Private room,1500,31,25,2022-12-16,1,332,2
Anne Araya,Phra Khanong,13.69952,100.6077,Private room,890,1,10,2019-11-21,25,332,0
Natee,Khlong San,13.72156,100.50605,Private room,727,90,1,2019-05-13,1,302,0
Rattana,Phaya Thai,13.78647,100.54773,Private room,1857,365,17,2018-08-06,2,365,0
Todd,Bang Rak,13.72982,100.52558,Entire home/apt,1100,2,33,2016-10-08,1,0,0
Pat,Chatu Chak,13.81892,100.56602,Entire home/apt,1039,7,75,2022-10-25,1,331,5
Chatri,Ratchathewi,13.75285,100.53742,Shared room,450,1,25,2020-01-12,10,365,0
Anna,Khlong Toei,13.72582,100.5704,Entire home/apt,990,30,27,2019-06-30,3,340,0
Evan,Sathon,13.72066,100.54713,Entire home/apt,650,1,106,2022-12-07,37,315,1
Gap,Bang Kapi,13.74914,100.60628,Entire home/apt,1039,60,3,2019-07-26,1,337,0
Wimonpak,Sathon,13.71304,100.51213,Entire home/apt,1300,100,12,2017-11-03,41,365,0
Pratida,Parthum Wan,13.7467,100.54295,Entire home/apt,8800,180,2,2016-12-28,1,362,0
Wimonpak,Sathon,13.71759,100.51373,Entire home/apt,1700,1,218,2022-12-02,41,333,11
Ko,Saphan Sung,13.77458,100.67411,Private room,390,1,16,2018-09-02,2,354,0
Gee,Parthum Wan,13.74444,100.54409,Entire home/apt,3436,1,19,2022-10-25,8,329,6
Wimonpak,Bang Kho laen,13.70074,100.52732,Entire home/apt,890,200,25,2020-03-06,41,180,0
Hathai,Bang Kho laen,13.70968,100.51419,Private room,2087,1,0,2021-07-18,3,365,0
Sasi,Phra Nakhon,13.74771,100.49931,Private room,3545,1,61,2022-11-30,24,360,6
Dasiri Property,Vadhana,13.746885,100.558998,Entire home/apt,1380,1,238,2022-04-10,5,89,2
Dasiri Property,Vadhana,13.746899,100.558998,Entire home/apt,1150,1,218,2022-06-22,5,89,2
Hathai,Bang Rak,13.73244,100.5216,Private room,1879,1,0,2022-09-01,3,364,0
Nim,Vadhana,13.73861,100.57353,Entire home/apt,2000,30,34,2022-11-12,1,195,3
Gee,Parthum Wan,13.74373,100.54257,Entire home/apt,3343,1,25,2022-12-03,8,334,15
ISanook Hotel,Bang Rak,13.73427,100.52155,Private room,1757,30,4,2015-06-09,45,325,0
Hataipat,Khlong San,13.71303,100.50001,Entire home/apt,1500,2,3,2020-01-07,5,32,0
Hattori,Vadhana,13.7427,100.57013,Entire home/apt,1100,14,41,2022-12-21,1,124,10
Minkki,Vadhana,13.74582,100.5633,Entire home/apt,1850,50,159,2020-03-09,1,365,0
Alex,Vadhana,13.73094,100.5954,Private room,630,1,45,2019-04-08,36,349,0
Sukanya,Dusit,13.76007,100.51349,Entire home/apt,1200,14,57,2022-12-10,2,185,3
Alex,Vadhana,13.73053,100.59591,Hotel room,859,1,35,2022-11-23,36,349,2
Alex,Vadhana,13.73198,100.59549,Private room,800,1,12,2022-11-13,36,164,1
Riya & Bernard,Khlong Toei,13.70991,100.59164,Entire home/apt,800,15,130,2022-10-30,1,266,4
Fiona,Vadhana,13.73537,100.58466,Entire home/apt,3071,2,50,2020-03-08,1,182,0
Around The World B&B,Suanluang,13.73754,100.63129,Private room,700,1,37,2020-03-05,10,364,0
Chichaya,Khlong Toei,13.72402,100.57832,Entire home/apt,2036,5,20,2022-11-18,1,339,7
Neena,Sathon,13.71937,100.53883,Entire home/apt,800,30,21,2022-07-25,5,211,4
Zhang,Huai Khwang,13.77496,100.57364,Entire home/apt,1351,1,181,2018-01-28,1,145,0
Sitara,Din Daeng,13.764796257019045,100.56478118896484,Entire home/apt,990,1,302,2022-12-28,1,360,277
Sasi,Phra Nakhon,13.74941,100.49719,Private room,3892,1,2,2018-01-22,24,363,0
Teravit,Vadhana,13.74474,100.55718,Private room,1250,30,1,2019-02-18,1,179,0
Sasi,Phra Nakhon,13.7477,100.49783,Hotel room,3910,1,10,2022-12-07,24,347,2
Sai,Chatu Chak,13.80406,100.57064,Private room,517,15,0,2022-03-04,1,330,0
Solo Express,Suanluang,13.70719,100.60582,Private room,1700,1,0,2021-05-31,1,365,0
Suphakorn,Khlong Toei,13.71762,100.57892,Private room,5000,31,0,2020-08-27,1,358,0
Bee,Sathon,13.71882,100.54796,Entire home/apt,2650,1,16,2019-11-24,29,181,0
Bee,Sathon,13.71959,100.5486,Entire home/apt,3067,1,183,2022-08-26,29,272,5
Coco,Din Daeng,13.79827,100.57379,Private room,2200,3,0,2021-05-10,2,364,0
Gee,Parthum Wan,13.74468,100.543,Private room,1586,1,15,2020-01-24,8,362,0
Piyanut,Bang Khen,13.86789,100.60451,Entire home/apt,1200,1,34,2022-05-12,1,330,2
Panx,Thon buri,13.71066,100.48007,Entire home/apt,907,5,6,2022-11-18,1,325,1
Alex,Vadhana,13.73256,100.59577,Hotel room,650,1,24,2017-07-10,36,349,0
Pemigar,Ratchathewi,13.75018,100.53277,Entire home/apt,1150,3,73,2022-11-14,5,313,7
Nuttee,Phaya Thai,13.78898,100.54582,Entire home/apt,1905,3,33,2020-01-03,2,330,0
Pk,Chatu Chak,13.80646,100.56226,Entire home/apt,2211,1,8,2020-02-10,8,131,0
Hashu,Khlong Toei,13.71097,100.58523,Private room,1000,3,0,2021-01-15,1,362,0
Thanakrit,Huai Khwang,13.75595,100.5678,Entire home/apt,100000,365,0,2021-12-21,1,365,0
Vesita,Khlong San,13.71331,100.49882,Entire home/apt,1450,24,17,2022-11-27,1,326,1
Pam,Khlong Toei,13.706226,100.598396,Entire home/apt,1436,3,37,2022-10-31,1,210,5
Chalinee,Din Daeng,13.79031,100.57423,Entire home/apt,1200,3,24,2015-12-17,1,360,0
Andreas,Bang Rak,13.7293,100.52908,Entire home/apt,1500,180,14,2015-07-31,1,358,0
Dr.Vitchatalum,Bang Na,13.68005,100.60938,Entire home/apt,799,7,38,2019-07-19,1,350,0
Pasun,Bang Sue,13.81936,100.53637,Entire home/apt,866,7,36,2019-11-19,2,361,0
Kornpin,Phasi Charoen,13.71067,100.452,Entire home/apt,825,7,3,2015-02-10,1,365,0
Kanuengpon,Pra Wet,13.67571,100.65415,Entire home/apt,1200,2,0,2016-11-06,1,365,0
ISanook Hotel,Bang Rak,13.73215,100.5214,Private room,1800,30,3,2018-08-04,45,233,0
Evan,Sathon,13.72062,100.54707,Entire home/apt,593,1,103,2022-10-06,37,301,6
Suneta Hostel Khaosan,Phra Nakhon,13.75989,100.4999,Shared room,496,1,31,2019-03-15,6,362,0
Peter,Phra Khanong,13.68585,100.61037,Entire home/apt,999,3,36,2019-11-18,1,271,0
Arisa,Khlong San,13.72297,100.50815,Entire home/apt,500,360,9,2020-03-07,3,365,0
Pok,Parthum Wan,13.74763,100.5283,Private room,2000,7,20,2016-02-10,1,330,0
Ahcha,Chatu Chak,13.83442,100.57082,Private room,1100,7,0,2016-11-14,1,365,0
Hathai,Parthum Wan,13.74124,100.53352,Entire home/apt,4258,1,0,2017-08-20,3,365,0
Pimpatai,Khlong Toei,13.70408,100.59999,Entire home/apt,2078,180,0,2018-05-25,1,181,0
Paul,Phra Khanong,13.68494,100.60537,Entire home/apt,744,30,32,2019-02-28,2,142,0
Nuna,Parthum Wan,13.74699,100.54616,Entire home/apt,3500,180,70,2019-02-14,1,364,0
Tatiya,Chatu Chak,13.80786,100.57013,Entire home/apt,1860,3,332,2022-12-21,13,307,26
Petz,Din Daeng,13.78905,100.57354,Private room,600,2,26,2017-01-16,2,174,0
สมพจน์,Pra Wet,13.70489,100.66969,Private room,699,2,0,2019-06-24,3,180,0
Boro,Phasi Charoen,13.73929,100.44774,Entire home/apt,400,28,123,2021-11-30,1,0,0
สมพจน์,Pra Wet,13.70675,100.67085,Private room,699,1,0,2020-02-27,3,365,0
Poomiko,Yan na wa,13.69589,100.53495,Entire home/apt,1500,1,0,2018-05-26,1,365,0
Duentem,Vadhana,13.73784,100.56407,Private room,700,10,0,2016-08-22,1,4,0
Jean-Michel,Khlong Toei,13.72138,100.58236,Entire home/apt,15000,1,1,2014-11-20,1,365,0
Benz,Lat Krabang,13.79016,100.78797,Entire home/apt,9500,3,0,2017-03-24,2,365,0
Gaow,Vadhana,13.73826,100.58525,Private room,2000,1,0,2019-07-27,1,365,0
Prune,Bang Na,13.6753,100.59922,Entire home/apt,2078,2,8,2021-11-28,2,357,0
Kas,Vadhana,13.74521,100.56804,Private room,1682,2,3,2016-09-20,1,365,0
Sasinad,Vadhana,13.72792,100.58774,Private room,3500,1,0,2018-08-18,2,365,0
Sasinad,Vadhana,13.72815,100.58755,Private room,3500,1,0,2020-07-15,2,365,0
Evan From Sanctuary House,Sathon,13.72077,100.54692,Entire home/apt,1200,1,248,2022-06-13,8,190,8
Evan From Sanctuary House,Sathon,13.72075,100.54692,Entire home/apt,1450,1,233,2022-11-25,8,355,3
Evan From Sanctuary House,Sathon,13.72075,100.5469,Entire home/apt,1450,1,91,2022-11-10,8,355,9
Peter,Suanluang,13.71037,100.62355,Entire home/apt,670,1,0,2020-01-26,1,365,0
Arthitaya,Don Mueang,13.92277,100.58107,Entire home/apt,2000,365,0,2017-04-13,2,358,0
Gracie,Khlong San,13.72363,100.51109,Entire home/apt,3587,3,1,2014-06-30,1,0,0
Cindy,Bang Na,13.67896,100.61232,Entire home/apt,400,2,66,2022-12-14,18,81,2
Thierry Et Natasha,Phaya Thai,13.77481,100.54546,Entire home/apt,1659,30,59,2020-01-08,1,360,0
Rea,Chatu Chak,13.81658,100.5787,Entire home/apt,1057,4,0,2018-06-12,1,358,0
Alex,Suanluang,13.73898,100.61394,Private room,1385,1,0,2016-11-14,1,365,0
Here Hostel,Phra Nakhon,13.75545,100.50362,Private room,1717,1,1,2015-04-20,6,318,0
Eddie,Phaya Thai,13.775,100.54037,Entire home/apt,1732,30,1,2015-02-01,1,0,0
Pankaj,Vadhana,13.73078,100.59043,Entire home/apt,3000,1,0,2016-03-31,1,365,0
Pleo,Chatu Chak,13.82955,100.5428,Private room,1000,3,0,2016-10-29,1,363,0
Nok,Rat Burana,13.68495,100.49906,Entire home/apt,900,2,7,2017-05-30,2,0,0
Mallika,Chatu Chak,13.80977,100.569,Entire home/apt,2000,30,5,2015-06-22,12,104,0
Around The World B&B,Suanluang,13.73585,100.63108,Private room,8000,1,35,2020-01-01,10,365,0
Wimonpak,Sathon,13.71284,100.51466,Entire home/apt,899,100,57,2020-01-01,41,89,0
Punyot,Bang Rak,13.72904,100.53521,Entire home/apt,3775,1,17,2020-01-23,1,57,0
Abe,Phaya Thai,13.78001,100.54283,Entire home/apt,1200,180,69,2019-12-29,1,268,0
Tash,Vadhana,13.73359,100.57397,Entire home/apt,2220,21,33,2020-01-02,2,346,0
Dan,Ratchathewi,13.75059,100.5556,Entire home/apt,1590,10,63,2016-09-12,4,355,0
Heide Emigre,Phaya Thai,13.78231,100.54341,Entire home/apt,1650,30,110,2022-11-29,3,340,3
Nueng Suwanee,Bang Sue,13.82095,100.53517,Entire home/apt,750,3,21,2022-07-15,2,164,4
Peter,Khlong San,13.71014,100.50364,Entire home/apt,1177,6,92,2020-03-31,2,131,0
Peter,Khlong San,13.71031,100.50235,Entire home/apt,1177,6,84,2022-11-30,2,119,9
Su,Khlong Toei,13.70527,100.60015,Entire home/apt,1108,14,44,2022-08-22,1,223,1
Pattarin,Rat Burana,13.68106,100.5078,Entire home/apt,700,30,8,2022-11-17,2,273,2
Cindy,Bang Na,13.68102,100.61227,Entire home/apt,520,7,151,2022-12-14,18,42,12
Wimonpak,Sathon,13.71453,100.51174,Entire home/apt,999,100,47,2019-11-22,41,83,0
Fang&Nim,Huai Khwang,13.78242,100.57513,Entire home/apt,1150,28,115,2022-12-10,1,315,4
Piya,Vadhana,13.74011,100.55798,Entire home/apt,2147,365,2,2015-10-17,8,364,0
Somsak,Khlong San,13.72167,100.50761,Shared room,330,2,1,2020-02-15,10,362,0
Saisunee,Khlong Toei,13.70702,100.59778,Entire home/apt,999,30,37,2022-11-27,1,147,6
Ko,Saphan Sung,13.77459,100.67264,Entire home/apt,370,1,34,2019-12-09,2,363,0
Taksina,Vadhana,13.74113,100.58628,Private room,1000,1,0,2017-07-06,1,0,0
Sakditouch,Phra Khanong,13.69768,100.60777,Entire home/apt,1200,5,1,2015-02-01,1,365,0
Anis,Bang Phlat,13.80663,100.51206,Private room,1093,1,0,2017-01-24,10,355,0
Bansabai Hostelling International,Lat Phrao,13.81556,100.61063,Private room,900,1,1,2019-01-17,1,364,0
ISanook Hotel,Bang Rak,13.73349,100.52333,Private room,1900,30,4,2022-10-31,45,342,1
Feb,Chom Thong,13.71367,100.46775,Entire home/apt,600,30,35,2022-11-17,6,317,4
Martin,Bang Rak,13.73008,100.51486,Entire home/apt,2212,5,17,2022-11-27,1,293,3
Peerasak,Khlong Sam Wa,13.84514,100.76442,Private room,1044,1,0,2021-01-09,1,365,0
Mimi,Din Daeng,13.78087,100.57255,Private room,800,1,0,2019-02-23,2,365,0
David,Vadhana,13.73925,100.55807,Entire home/apt,1385,180,22,2017-04-08,1,362,0
Benjamin,Khlong Toei,13.72228,100.57116,Shared room,1209,1,0,2020-01-29,1,365,0
Fab & Jaa,Sathon,13.71045,100.52223,Entire home/apt,5818,1,166,2022-11-21,2,313,2
Around The World B&B,Suanluang,13.73585,100.63139,Private room,900,1,4,2016-04-15,10,365,0
Vapex,Thon buri,13.70624,100.49502,Private room,1500,90,0,2019-07-30,1,365,0
Suchaya (Belle),Chatu Chak,13.82419,100.55235,Entire home/apt,1000,1,2,2022-11-12,1,0,1
Kanyaphat,Yan na wa,13.67747,100.52811,Entire home/apt,1208,2,0,2021-12-02,1,358,0
Dive,Bang Khen,13.86556,100.61861,Entire home/apt,866,2,0,2020-12-23,3,365,0
Dive,Phra Khanong,13.6886,100.60747,Entire home/apt,2424,2,0,2020-01-14,3,362,0
Yair,Suanluang,13.72168,100.61818,Entire home/apt,1662,10,29,2019-02-04,10,365,0
Dive,Parthum Wan,13.74674,100.54233,Entire home/apt,4848,2,1,2015-01-02,3,362,0
Wilson,Ratchathewi,13.75026,100.55641,Entire home/apt,1629,30,73,2022-12-05,29,199,5
Benjamin,Parthum Wan,13.74034,100.54555,Entire home/apt,17265,1,344,2022-12-27,7,351,59
Maitria Hotel Sukhumvit 18,Khlong Toei,13.73313,100.56259,Private room,4871,1,7,2019-08-08,12,364,0
Maitria Hotel Sukhumvit 18,Khlong Toei,13.73313,100.56259,Private room,4871,1,27,2022-07-11,12,364,1
ISanook Hotel,Bang Rak,13.73276,100.52332,Private room,700,30,11,2017-07-07,45,233,0
Pim,Khlong Toei,13.73701,100.55193,Entire home/apt,990,30,63,2019-08-05,1,356,0
Thanavadee,Bang Rak,13.72457,100.53187,Entire home/apt,1500,180,2,2014-12-30,1,365,0
Nathapol,Vadhana,13.74393,100.56986,Private room,1800,1,0,2018-07-17,1,365,0
ISanook Hotel,Bang Rak,13.73421,100.52163,Private room,1500,30,7,2022-02-01,45,210,1
Suneta Hostel Khaosan,Phra Nakhon,13.75972,100.49995,Shared room,481,1,3,2022-11-20,6,358,1
Mam,Bang Rak,13.73251,100.52679,Entire home/apt,1200,30,374,2022-12-22,2,231,19
Dasiri Property,Vadhana,13.746896,100.558998,Entire home/apt,1725,1,188,2022-09-15,5,89,3
ISanook Hotel,Bang Rak,13.73297,100.52147,Private room,700,30,15,2022-09-30,45,302,1
Thanad,Bang Phlat,13.77608,100.48508,Private room,800,1,0,2019-06-02,1,365,0
Tookta,Chatu Chak,13.83848,100.57947,Private room,650,30,4,2016-02-02,1,365,0
Som,Phaya Thai,13.78044,100.54211,Private room,5614,1,0,2019-07-12,1,365,0
Cindy,Bang Na,13.67907,100.61437,Entire home/apt,520,4,178,2022-12-19,18,64,3
Aey,Phra Khanong,13.70542,100.61201,Private room,693,180,0,2021-12-14,1,365,0
Namon,Vadhana,13.73444,100.57176,Private room,1200,1,0,2020-12-09,1,180,0
Suneta Hostel Khaosan,Phra Nakhon,13.76011,100.49973,Shared room,599,1,2,2019-12-06,6,358,0
Pannipa,Khlong San,13.72234,100.50351,Private room,1500,1,224,2020-01-19,9,358,0
Natthapol,Vadhana,13.7322,100.58305,Entire home/apt,1250,7,75,2022-12-15,4,324,15
Chiew,Parthum Wan,13.74696,100.52725,Entire home/apt,1000,30,113,2022-10-22,2,270,3
Jib,Bang Sue,13.82212,100.53333,Entire home/apt,933,19,38,2022-08-06,2,257,2
Nutchuda,Khlong San,13.70818,100.49716,Entire home/apt,1310,180,7,2016-12-10,1,364,0
Visarn,Lat Krabang,13.72167,100.7386,Entire home/apt,5000,300,17,2019-09-11,1,271,0
Pongskorn,Ratchathewi,13.76289,100.53823,Entire home/apt,1143,1,0,2019-12-14,1,365,0
Olli,Bang Rak,13.72597,100.53111,Entire home/apt,890,3,94,2020-03-18,1,227,0
Chatri,Ratchathewi,13.75202,100.53685,Shared room,970,1,12,2019-06-28,10,343,0
Chatri,Ratchathewi,13.75183,100.53677,Shared room,381,1,105,2022-12-17,10,322,8
Sd,Phaya Thai,13.78827,100.54804,Entire home/apt,2500,7,0,2022-12-16,1,365,0
Benjamin,Parthum Wan,13.73939,100.54344,Entire home/apt,3271,1,89,2022-12-15,7,348,21
Chatri,Ratchathewi,13.75212,100.53687,Shared room,450,1,10,2022-12-11,10,365,1
Benjamin,Parthum Wan,13.7417,100.54582,Entire home/apt,19276,1,111,2022-12-21,7,324,41
Chatri,Ratchathewi,13.75193,100.53688,Shared room,346,1,9,2022-08-15,10,362,1
Benjamin,Parthum Wan,13.74047,100.54568,Entire home/apt,24536,1,126,2022-12-13,7,298,14
Chatri,Ratchathewi,13.75195,100.53686,Shared room,416,1,50,2022-07-28,10,365,1
Patty,Suanluang,13.74117,100.60071,Entire home/apt,1212,7,19,2022-11-02,1,124,2
Evan From Sanctuary House,Sathon,13.72073,100.5469,Entire home/apt,1157,1,280,2022-11-13,8,351,12
Art,Phaya Thai,13.78662,100.55299,Private room,1490,60,5,2020-01-25,2,179,0
Pannipa,Khlong San,13.72375,100.50404,Private room,1500,1,92,2019-01-12,9,361,0
Pannipa,Khlong San,13.72213,100.50201,Private room,1800,1,93,2019-08-09,9,361,0
Pannipa,Khlong San,13.72236,100.50368,Private room,1500,1,311,2022-07-30,9,357,2
Walter,Khlong San,13.7198,100.51101,Entire home/apt,3809,30,3,2015-10-31,1,57,0
Pannipa,Khlong San,13.72388,100.50361,Private room,1800,1,106,2022-12-11,9,355,1
FRC Rental,Suanluang,13.73688,100.64723,Entire home/apt,2200,30,0,2022-12-11,2,364,0
Pierre,Sai Mai,13.92239,100.64996,Entire home/apt,3117,1,0,2022-12-11,1,365,0
Kittima,Khlong San,13.71166,100.50196,Entire home/apt,1136,20,91,2022-12-12,1,350,6
Kwan,Din Daeng,13.77588,100.56033,Private room,700,1,0,2021-01-12,2,179,0
Art,Phaya Thai,13.78689,100.5475,Private room,1188,30,0,2019-02-14,2,145,0
Peetat,Phra Nakhon,13.76152,100.50037,Private room,700,1,30,2017-03-18,5,1,0
Erik,Parthum Wan,13.73924,100.54015,Entire home/apt,2995,2,153,2022-12-02,5,73,10
Baan Waan La Moon,Bangkok Noi,13.75459,100.48451,Private room,890,2,4,2017-01-12,4,365,0
Suphapong,Sathon,13.72091,100.54255,Entire home/apt,3500,7,0,2017-02-04,1,365,0
Baan Waan La Moon,Bangkok Noi,13.75534,100.48639,Private room,590,2,6,2017-02-28,4,362,0
Heide Emigre,Phra Khanong,13.70383,100.60275,Entire home/apt,2300,30,33,2022-12-05,3,348,1
Bunjerd_Tom,Min Buri,13.79228,100.77675,Entire home/apt,1558,2,48,2022-12-18,2,350,6
โกมลเรสซิเดนซ์,Bang Phlat,13.78733,100.47119,Entire home/apt,650,1,1,2019-11-14,2,364,0
Mooncome Homestay,Phaya Thai,13.77487,100.54654,Private room,1401,1,204,2022-12-17,5,168,4
Gee,Parthum Wan,13.74371,100.54369,Private room,1943,1,7,2022-10-30,2,365,1
Sumalee,Vadhana,13.74339,100.56985,Private room,1943,2,2,2017-11-17,3,185,0
Unn,Khlong Toei,13.70837,100.59748,Entire home/apt,650,28,40,2022-07-30,2,316,3
Chalinee,Chom Thong,13.67202,100.45667,Private room,700,60,2,2016-01-18,1,365,0
