host_name,area,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Sunny,Khlong Sam Wa,13.85988,100.71126,Private room,600,180,2,2021-09-30,4,334,0
Tao,Thung khru,13.63263,100.50444,Private room,350,1,0,2020-07-14,2,364,0
Karnjana,Bang Khae,13.73714,100.3697,Private room,2000,1,1,2019-04-28,5,180,0
Sun,Bang Phlat,13.7997,100.50614,Entire home/apt,900,50,0,2019-08-10,11,365,0
Somdungporn,Khlong Toei,13.71329,100.59322,Private room,1600,5,0,2019-11-22,2,180,0
Ray,Khlong Toei,13.72422,100.57066,Entire home/apt,1200,3,4,2020-03-05,2,0,0
Pam,Bang Phlat,13.79899,100.51054,Entire home/apt,4400,2,1,2020-01-22,7,72,0
Marcel,Khlong Toei,13.70552,100.59734,Entire home/apt,1100,14,3,2019-11-30,1,218,0
Sa,Bueng Kum,13.78282,100.67229,Entire home/apt,750,7,1,2019-05-22,1,365,0
Dandora,Khlong Toei,13.72979,100.55982,Private room,8000,1,0,2021-03-01,4,362,0
Ludoping,Khlong Toei,13.73559,100.55884,Entire home/apt,1839,5,48,2022-12-10,56,128,33
Kae,Vadhana,13.74475,100.55465,Entire home/apt,4222,1,1,2019-04-30,1,175,0
Nakorn,Vadhana,13.71534,100.59725,Private room,2400,1,11,2022-04-13,2,147,2
Supranee,Huai Khwang,13.7507,100.57895,Entire home/apt,1200,1,0,2021-11-08,2,364,0
天庭,Pom Prap Sattru Phai,13.74517,100.51027,Entire home/apt,18355,1,0,2021-06-05,1,365,0
มะเดี่ยว,Suanluang,13.71351,100.60605,Shared room,375,3,0,2021-01-01,1,180,0
Ko Teerasak,Suanluang,13.74487,100.6323,Private room,1300,1,0,2020-07-29,7,363,0
Sue,Bang Kapi,13.74625,100.60626,Entire home/apt,999,3,3,2020-02-25,6,210,0
Tan,Parthum Wan,13.7384,100.51786,Entire home/apt,4101,1,128,2022-12-24,14,109,38
Napat,Huai Khwang,13.78192,100.58466,Private room,700,7,0,2021-08-01,1,90,0
Ed,Khlong Toei,13.72751,100.56122,Entire home/apt,30000,51,13,2020-03-09,33,270,0
Ed,Bang Rak,13.72982,100.52227,Entire home/apt,8071,1,70,2022-12-03,33,320,27
Kessarin,Bang Kapi,13.76059,100.63485,Private room,750,1,0,2022-11-07,4,173,0
Katesirin,Sai Mai,13.8937,100.63622,Private room,1000,1,0,2022-10-13,1,180,0
Areema,Ratchathewi,13.75248,100.5379,Hotel room,2300,1,0,2022-09-18,1,365,0
Rain,Khlong San,13.71888,100.4938,Entire home/apt,1500,21,11,2022-08-24,26,151,1
Piyarat,Sathon,13.71175,100.51792,Entire home/apt,1846,1,56,2022-12-07,6,130,16
Piyarat,Sathon,13.71026,100.5177,Entire home/apt,1863,1,47,2022-11-06,6,123,8
Ago,Sathon,13.71182,100.52023,Entire home/apt,1600,3,33,2022-12-18,1,189,14
William,Khlong Toei,13.72342,100.57921,Entire home/apt,1400,365,0,2022-12-20,3,358,0
JSHome Luxury,Khlong Toei,13.7257266,100.567636,Entire home/apt,1800,15,0,2022-12-22,22,337,0
JSHome Luxury,Khlong Toei,13.72484,100.5681,Entire home/apt,1800,1,14,2022-12-25,22,83,7
Miujan,Pra Wet,13.70291,100.70534,Private room,1500,1,0,2022-06-17,2,88,0
Bangkok Palace,Ratchathewi,13.75406,100.54837,Hotel room,1716,1,0,2021-12-08,1,365,0
Lily,Khlong Toei,13.70336,100.59305,Entire home/apt,800,28,3,2021-05-31,11,86,0
Arunrat,Don Mueang,13.92452,100.59171,Entire home/apt,3050,1,0,2022-02-28,2,365,0
Chitsuda,Phaya Thai,13.77087,100.54786,Private room,800,1,4,2022-11-28,1,75,1
Arte,Vadhana,13.74122,100.55996,Hotel room,2600,1,1,2019-11-10,1,365,0
Ludoping,Khlong Toei,13.73523,100.55746,Entire home/apt,1870,5,48,2022-12-11,56,91,20
Luke,Khlong Toei,13.73597,100.5591,Entire home/apt,1812,2,124,2022-12-12,9,234,52
Karnjana,Bang Khae,13.73699,100.36893,Private room,2000,1,0,2022-12-04,5,365,0
Attaporn,Bang Na,13.65905,100.62813,Entire home/apt,790,2,64,2022-11-26,1,56,10
Erica,Khlong Toei,13.70513,100.59198,Entire home/apt,700,30,4,2022-12-13,27,187,2
Jan,Min Buri,13.81233,100.71516,Entire home/apt,1350,2,4,2019-11-20,2,0,0
Ludoping,Khlong Toei,13.73639,100.55881,Entire home/apt,1870,5,35,2022-11-06,56,159,21
Vasin,Vadhana,13.73132,100.58806,Entire home/apt,6000,2,19,2022-09-15,2,88,1
Pirat,Wang Thong Lang,13.8015,100.59542,Private room,500,1,0,2022-10-28,1,179,0
Jang Kanyanat,Bang Khae,13.70999,100.38116,Entire home/apt,850,5,16,2022-12-10,5,202,6
Peetikarn,Bang Rak,13.73205,100.526,Entire home/apt,1626,28,13,2022-05-29,1,0,4
Curry,Ratchathewi,13.75093,100.55622,Entire home/apt,1466,3,106,2022-12-11,228,356,22
Victoria,Huai Khwang,13.74224,100.59717,Private room,2350,1,0,2022-01-11,1,365,0
Ahh,Din Daeng,13.79517,100.5697,Private room,900,1,0,2021-02-12,1,0,0
Tipsuda,Vadhana,13.7448,100.55703,Entire home/apt,1500,90,10,2020-03-16,4,181,0
Wongkraiwich,Khlong Toei,13.72413,100.57667,Private room,3900,1,0,2021-01-12,1,365,0
Sun,Bang Phlat,13.79792,100.50602,Entire home/apt,1280,45,4,2021-11-11,11,364,0
Ploen Pirom,Lat Krabang,13.73442,100.73859,Hotel room,1357,1,5,2022-11-06,3,247,5
Ormmie,Bangkok Yai,13.73819,100.48527,Private room,814,1,1,2020-01-23,5,357,0
Nui,Suanluang,13.7455,100.60309,Entire home/apt,5000,28,0,2019-11-30,1,27,0
Sarakorn,Bang Kapi,13.75375,100.64489,Entire home/apt,500,1,24,2019-10-08,1,0,0
Curry,Ratchathewi,13.7489,100.55491,Entire home/apt,1466,3,41,2022-11-23,228,331,6
Aska,Huai Khwang,13.77284,100.57908,Entire home/apt,1214,25,29,2022-11-23,1,131,3
Hubstep004,Bang Khae,13.71351,100.4055,Private room,12000,1,0,2022-10-20,1,358,0
Summer,Khlong Toei,13.7193,100.57551,Entire home/apt,1581,3,10,2022-09-17,25,362,6
Summer,Khlong Toei,13.71645,100.5757,Entire home/apt,1581,3,17,2022-10-05,25,362,6
Summer,Khlong Toei,13.71675,100.57705,Entire home/apt,1581,3,22,2022-10-05,25,362,14
Summer,Khlong Toei,13.7164,100.57745,Entire home/apt,1581,3,37,2022-12-24,25,362,4
Yean,Bang Na,13.68016,100.60927,Entire home/apt,2414,1,3,2022-11-04,4,69,3
WaWa,Khlong Toei,13.72458,100.5662,Entire home/apt,1250,30,1,2022-10-06,3,45,1
Chatey,Bang Kapi,13.75284,100.6405,Entire home/apt,857,15,11,2022-04-09,2,214,2
Aoi And Tok,Pom Prap Sattru Phai,13.74264,100.51488,Private room,989,2,9,2022-11-06,5,115,4
Ranida,Lat Krabang,13.72006,100.77664,Private room,700,1,0,2022-11-24,1,363,0
Laksanara,Phasi Charoen,13.70915,100.45026,Entire home/apt,600,3,27,2022-12-12,9,336,12
Kae,Chatu Chak,13.80628,100.57107,Entire home/apt,750,14,0,2021-10-24,2,24,0
Sun,Bang Phlat,13.79955,100.50424,Entire home/apt,1537,60,0,2020-09-05,11,357,0
Kessarin,Bang Kapi,13.76075,100.63542,Private room,1600,1,1,2019-07-20,4,173,0
Kessarin,Suanluang,13.7451,100.61811,Private room,3200,1,0,2019-07-09,4,171,0
Studio,Ratchathewi,13.7538,100.53834,Hotel room,2000,1,0,2019-06-28,1,362,0
Wannisa,Vadhana,13.7321,100.58834,Private room,1118,30,1,2019-06-18,1,321,0
Exostay,Khlong Toei,13.72646,100.56445,Entire home/apt,1169,2,26,2022-12-08,13,65,11
Karl,Vadhana,13.74293,100.55723,Entire home/apt,2664,3,56,2022-12-13,4,71,17
Ho,Vadhana,13.73887,100.59062,Entire home/apt,1450,21,0,2022-12-07,23,155,0
Ho,Vadhana,13.73964,100.58948,Entire home/apt,1500,21,1,2022-12-01,23,128,1
Ho,Vadhana,13.74019,100.58869,Entire home/apt,1450,21,2,2022-04-01,23,95,2
Gene,Huai Khwang,13.76804,100.57926,Entire home/apt,888,1,1,2019-05-19,5,0,0
Gene,Vadhana,13.70573,100.60205,Entire home/apt,1159,28,6,2021-09-11,5,261,0
Roscoe,Bang Rak,13.72701,100.52734,Entire home/apt,2500,5,49,2022-12-02,1,114,18
Amy,Bang Phlat,13.78132,100.48483,Entire home/apt,420,30,1,2020-06-15,11,0,0
Ailada,Din Daeng,13.75984,100.5573,Entire home/apt,599,4,21,2022-12-06,1,131,7
Wirongrong,Huai Khwang,13.78649,100.57962,Private room,1000,1,0,2021-06-27,1,179,0
Paang,Chom Thong,13.71321,100.4668,Private room,1200,1,4,2020-01-18,3,365,0
Nat,Lak Si,13.89905,100.58583,Private room,2180,1,3,2019-12-21,9,91,0
Ping,Khlong Toei,13.73537,100.55778,Entire home/apt,2814,1,74,2022-12-05,12,135,29
Sue,Suanluang,13.74543,100.60471,Entire home/apt,1009,2,12,2022-06-04,6,211,1
Orachat,Vadhana,13.74237,100.57326,Entire home/apt,1200,7,2,2019-08-13,1,349,0
Natalie,Parthum Wan,13.74079,100.54161,Entire home/apt,1230,28,30,2022-04-14,13,208,2
Kevin,Vadhana,13.72298,100.60479,Entire home/apt,950,1,75,2021-09-08,11,210,0
Vitanya,Sathon,13.71222,100.52084,Entire home/apt,1344,3,27,2022-12-04,7,155,7
Vitanya,Sathon,13.71094,100.51935,Entire home/apt,1086,3,22,2020-08-31,7,38,0
Bangkok Shortstay,Vadhana,13.73693,100.5705,Hotel room,8839,1,5,2022-12-09,2,85,5
Thunsarut,Lak Si,13.85702,100.54678,Entire home/apt,950,14,0,2022-10-10,1,177,0
Viewii Siraprapha,Chatu Chak,13.82563,100.56532,Entire home/apt,631,1,32,2022-08-12,9,65,2
Worralak,Bang Na,13.66121,100.60057,Entire home/apt,13200,365,0,2021-01-11,1,365,0
Rachani,Pra Wet,13.68867,100.64544,Private room,899,7,1,2019-06-14,1,175,0
Raxtham,Bang Kapi,13.76771,100.63739,Private room,399,2,5,2022-12-20,7,343,2
Madame,Lat Krabang,13.70757,100.83837,Entire home/apt,4000,1,0,2022-08-05,1,89,0
Mari,Khlong Toei,13.70541,100.5917,Entire home/apt,1500,7,22,2022-03-22,5,161,1
WM•House,Din Daeng,13.78304,100.57367,Entire home/apt,960,1,42,2020-02-22,6,80,0
WM•House,Huai Khwang,13.78259,100.57535,Entire home/apt,960,1,27,2020-02-21,6,78,0
Nicky,Phra Khanong,13.68507,100.62526,Entire home/apt,600,2,10,2020-03-08,2,167,0
My Product,Bang Rak,13.72512,100.5274,Private room,7374,1,0,2021-07-21,1,365,0
Thunder M.,Suanluang,13.73985,100.60078,Entire home/apt,828,1,20,2022-12-03,7,150,3
Su,Pra Wet,13.7269,100.70437,Entire home/apt,1800,20,0,2022-03-29,1,70,0
Ho,Vadhana,13.74082,100.59018,Entire home/apt,1400,21,0,2021-07-23,23,161,0
Rembrandt Hotel & Suites,Khlong Toei,13.7335,100.56352,Hotel room,8914,1,0,2020-11-16,4,166,0
Markus,Chatu Chak,13.81235,100.56798,Entire home/apt,999,1,1,2020-03-13,1,268,0
Supaporn,Khlong Toei,13.70336,100.59184,Private room,999,1,0,2020-07-18,1,179,0
Gene,Bang Sue,13.82426,100.53351,Entire home/apt,700,28,0,2020-11-23,5,330,0
Kosin,Bang Na,13.66233,100.62334,Entire home/apt,955,1,0,2021-03-31,1,365,0
Rattapong,Huai Khwang,13.74948,100.56523,Private room,1100,60,0,2021-08-06,1,179,0
Gene,Don Mueang,13.92461,100.59952,Entire home/apt,550,20,3,2021-12-12,5,335,0
Chayabhorn,Ratchathewi,13.75518,100.56288,Entire home/apt,1900,20,2,2019-06-01,1,348,0
Panai,Khlong San,13.72136,100.49986,Entire home/apt,500,360,0,2019-10-13,3,365,0
Winyoo,Thon buri,13.73951,100.4908,Shared room,320,7,4,2020-02-25,1,363,0
Patavee,Sathon,13.71201,100.51234,Private room,1000,1,0,2020-11-04,5,181,0
Karnjana,Bang Khae,13.73911,100.37002,Private room,800,1,0,2021-07-15,5,365,0
Saijai,Vadhana,13.74088,100.55551,Private room,3000,7,0,2022-03-25,1,358,0
Mod Apiluk,Huai Khwang,13.79341,100.57585,Entire home/apt,10750,1,19,2022-12-03,25,73,1
Pensee,Phaya Thai,13.78315258026123,100.55142974853516,Entire home/apt,2000,6,9,2022-12-26,2,165,2
Pradit,Yan na wa,13.70373,100.54051,Private room,3000,1,0,2021-07-01,1,178,0
Cora,Khlong Toei,13.71185,100.58057,Entire home/apt,995,3,5,2020-01-05,26,354,0
Ho,Vadhana,13.73939,100.58885,Entire home/apt,1450,21,1,2022-11-30,23,144,1
View & Duck,Phra Nakhon,13.76094,100.50184,Private room,4000,1,26,2020-03-11,4,360,0
Karnjana,Bang Khae,13.73695,100.37027,Private room,800,1,0,2021-07-13,5,365,0
Magic,Khlong San,13.71953,100.49494,Entire home/apt,1857,29,15,2022-11-15,33,240,2
Gondal,Nong Chok,13.81448,100.83543,Private room,310,1,0,2022-11-21,1,89,0
Thipjan,Yan na wa,13.69357,100.53699,Private room,3400,1,0,2022-11-27,1,365,0
Usana,Suanluang,13.73003,100.63898,Entire home/apt,700,1,0,2022-12-03,1,342,0
Sunny,Huai Khwang,13.74938,100.56548,Entire home/apt,2000,90,15,2022-12-09,11,354,5
Claire,Phra Khanong,13.6876,100.63496,Entire home/apt,810,5,1,2020-03-12,1,86,0
Bee,Vadhana,13.71768,100.59037,Entire home/apt,1059,7,30,2022-12-26,1,40,13
Mari,Khlong Toei,13.70448,100.59189,Entire home/apt,1500,7,6,2022-11-01,5,137,3
Tanatan,Rat Burana,13.67455,100.51796,Entire home/apt,1350,20,0,2022-04-22,1,162,0
Kamol,Bang Kapi,13.76185,100.65008,Private room,2400,1,0,2021-10-12,1,365,0
Jenwit,Bang Kapi,13.74665,100.60609,Private room,847,2,9,2021-04-03,1,53,0
Ir-On,Khlong Toei,13.72758,100.56951,Hotel room,1816,1,2,2019-07-18,6,332,0
Kamonthast,Khlong San,13.7227,100.50512,Entire home/apt,1300,30,0,2019-07-01,1,239,0
Ir-On,Khlong Toei,13.72894,100.56911,Private room,2569,1,0,2019-06-14,6,271,0
Miujan,Pra Wet,13.7019,100.70579,Private room,1500,1,0,2019-05-28,2,180,0
Suchada,Pra Wet,13.71737,100.65475,Private room,500,5,1,2019-05-12,1,179,0
Dashell,Phra Nakhon,13.74773,100.49822,Entire home/apt,971,1,74,2022-12-11,2,248,39
Cora,Khlong Toei,13.71213,100.57939,Entire home/apt,995,3,7,2022-11-04,26,120,6
Cora,Khlong Toei,13.70497,100.59207,Entire home/apt,696,30,5,2022-12-14,26,75,2
Curry,Khlong Toei,13.73401,100.55921,Entire home/apt,3257,1,26,2022-12-17,228,357,17
Magic,Khlong San,13.71915,100.49436,Entire home/apt,1300,29,23,2022-08-09,33,353,2
Mari,Khlong Toei,13.7035,100.59171,Entire home/apt,1500,7,0,2022-09-09,5,153,0
Rembrandt Hotel & Suites,Khlong Toei,13.73138,100.56418,Private room,11614,1,0,2022-10-10,4,365,0
คงศักดิ์,Bang Khun thain,13.5273,100.42578,Private room,1000,1,0,2022-11-10,1,365,0
Bon,Vadhana,13.73821,100.56238,Entire home/apt,1542,5,56,2022-12-12,2,100,12
Katekanya,Ratchathewi,13.76215,100.54285,Private room,500,1,1,2019-09-01,1,180,0
Jenesis,Phra Khanong,13.69861,100.6037,Entire home/apt,686,1,46,2022-12-14,3,342,16
SiamStadium,Parthum Wan,13.74759,100.52394,Shared room,31200,1,0,2022-12-13,4,360,0
Ploen Pirom,Lat Krabang,13.73454,100.73694,Private room,2157,1,13,2022-12-13,3,248,10
Jatupon,Phra Khanong,13.68672,100.60587,Entire home/apt,2000,60,0,2022-10-22,1,362,0
Summer,Khlong Toei,13.71809,100.5774,Entire home/apt,1581,3,15,2022-09-01,25,362,2
Chanakarn,Ratchathewi,13.75362,100.5353,Entire home/apt,700,5,26,2020-02-29,2,89,0
Bee,Bang Kho laen,13.70189,100.50529,Entire home/apt,1766,3,68,2022-12-07,7,296,24
Rembrandt Hotel & Suites,Khlong Toei,13.73351,100.56338,Hotel room,8109,1,0,2022-12-11,4,352,0
Yuan,Bang Rak,13.72738,100.52583,Entire home/apt,3577,3,51,2022-12-15,3,310,19
Jayne,Chom Thong,13.71362,100.46339,Entire home/apt,399,5,22,2022-12-11,1,103,6
Korawit,Khlong Sam Wa,13.87029,100.71388,Entire home/apt,12000,1,1,2019-06-02,2,89,0
David,Khlong Toei,13.72231,100.57777,Entire home/apt,750,365,0,2020-04-23,1,358,0
Jjl,Bang Kapi,13.7468,100.64534,Private room,850,1,0,2021-03-16,1,365,0
Cora,Khlong Toei,13.70485,100.59373,Entire home/apt,861,30,4,2022-02-06,26,146,2
Sammy,Bangkok Noi,13.77153,100.48355,Entire home/apt,640,3,22,2022-12-13,1,306,5
Cora,Khlong Toei,13.71323,100.5794,Entire home/apt,995,3,18,2022-10-03,26,143,6
Cora,Khlong Toei,13.71318,100.5814,Entire home/apt,995,3,6,2022-10-13,26,143,6
Taosiam,Huai Khwang,13.78107,100.57519,Private room,700,1,14,2020-03-08,34,102,0
Jobi,Bang Na,13.67203,100.60395,Entire home/apt,800,30,1,2019-07-31,1,6,0
Francis,Ratchathewi,13.75336,100.54158,Entire home/apt,1657,90,0,2021-04-06,1,364,0
Kim,Phra Khanong,13.68739,100.6086,Hotel room,1400,1,7,2022-12-13,1,357,2
All Day Hostel,Phra Khanong,13.6967,100.60525,Hotel room,1000,1,1,2019-08-13,6,90,0
Camila,Khlong Toei,13.7109,100.57846,Entire home/apt,1083,1,1,2020-01-22,30,54,0
琦琦/Kiki,Din Daeng,13.78353,100.57378,Entire home/apt,1300,5,12,2020-01-28,3,0,0
Cora,Khlong Toei,13.70454,100.594,Entire home/apt,861,30,0,2021-06-09,26,146,0
Cora,Khlong Toei,13.70516,100.59348,Entire home/apt,848,30,3,2022-10-20,26,146,3
Cora,Khlong Toei,13.70366,100.5922,Entire home/apt,814,30,6,2022-06-30,26,120,3
Curry,Khlong Toei,13.71459,100.56832,Entire home/apt,5143,1,24,2022-09-25,228,362,9
Raxtham,Bang Kapi,13.7675,100.63935,Private room,399,2,7,2022-12-14,7,349,1
All Day Hostel,Phra Khanong,13.69672,100.60642,Hotel room,1100,1,1,2019-07-31,6,89,0
Raxtham,Bang Kapi,13.76614,100.6376,Private room,399,2,18,2022-11-20,7,272,8
Raxtham,Bang Kapi,13.76728,100.63731,Private room,399,2,4,2020-03-04,7,357,0
All Day Hostel,Phra Khanong,13.697,100.60518,Hotel room,350,1,2,2019-12-17,6,89,0
Bhurit,Bang Na,13.657469,100.621323,Private room,5500,1,2,2020-02-26,9,339,0
Vaibhav,Yan na wa,13.70167,100.53709,Entire home/apt,1596,15,0,2020-02-07,1,91,0
Pat,Chatu Chak,13.83609,100.59087,Entire home/apt,3900,3,1,2020-01-19,4,90,0
Bee,Sathon,13.72072,100.54718,Entire home/apt,1993,1,7,2022-10-27,29,1,2
JSHome Luxury,Khlong Toei,13.72041,100.56955,Entire home/apt,1800,1,17,2022-11-16,22,75,11
Camila,Khlong Toei,13.71276,100.57909,Entire home/apt,1083,1,1,2019-08-27,30,54,0
Cora,Khlong Toei,13.70304,100.59342,Entire home/apt,696,30,2,2021-08-19,26,81,0
Camila,Khlong Toei,13.70505,100.59191,Entire home/apt,1034,28,1,2019-08-23,30,54,0
Camila,Khlong Toei,13.70437,100.59316,Entire home/apt,1042,28,3,2020-01-05,30,82,0
Wayne,Huai Khwang,13.76048,100.56983,Entire home/apt,1200,30,0,2021-06-08,2,91,0
Ploen Pirom,Lat Krabang,13.73435,100.73687,Hotel room,1357,1,2,2022-11-10,3,165,2
เกียรติพงษ์,Khan Na Yao,13.84562,100.66607,Private room,1500,1,0,2022-03-02,1,364,0
Tom,Vadhana,13.73752,100.5643,Entire home/apt,1050,30,0,2021-06-22,2,12,0
Pokey,Ratchathewi,13.74932,100.53,Entire home/apt,3468,1,0,2020-10-12,1,181,0
Gagan,Vadhana,13.73059,100.59203,Entire home/apt,1520,2,0,2020-02-02,1,180,0
Pat,Dusit,13.77226,100.50068,Private room,825,1,1,2019-05-25,2,358,0
Camila,Khlong Toei,13.70304,100.59138,Entire home/apt,1042,28,3,2019-08-06,30,82,0
Saowaluck,Khlong Toei,13.70455,100.59756,Entire home/apt,1143,28,19,2022-12-20,2,236,12
Supaporn,Thon buri,13.71602,100.48633,Private room,1250,2,0,2021-06-10,1,178,0
Camila,Khlong Toei,13.71286,100.57923,Entire home/apt,1083,1,1,2019-12-01,30,82,0
Camila,Khlong Toei,13.71275,100.58007,Entire home/apt,1083,1,2,2022-12-02,30,65,1
Camila,Khlong Toei,13.7115,100.579,Entire home/apt,1083,1,0,2021-06-06,30,82,0
Camila,Khlong Toei,13.70504,100.59117,Entire home/apt,1042,28,1,2019-12-11,30,82,0
Camila,Khlong Toei,13.7111,100.57902,Entire home/apt,1083,1,1,2019-06-09,30,81,0
Camila,Khlong Toei,13.70522,100.5931,Entire home/apt,1042,28,2,2019-07-13,30,82,0
Nomsensingha,Phra Khanong,13.69908,100.60348,Private room,700,1,0,2021-03-27,1,90,0
Magic,Thon buri,13.72038,100.49284,Entire home/apt,1300,29,20,2022-12-11,33,347,4
Cora,Khlong Toei,13.71375,100.58069,Entire home/apt,922,3,2,2022-09-12,26,58,2
Cora,Khlong Toei,13.71393,100.57937,Entire home/apt,969,3,18,2022-11-26,26,325,6
Cora,Khlong Toei,13.71199,100.58143,Entire home/apt,995,3,5,2022-03-06,26,143,1
First,Phra Nakhon,13.75135,100.50375,Private room,1090,1,5,2020-02-23,5,362,0
Cora,Khlong Toei,13.71322,100.57906,Entire home/apt,922,3,3,2022-11-21,26,142,2
Cora,Khlong Toei,13.71382,100.58086,Entire home/apt,995,3,3,2022-08-07,26,138,3
Lovely,Vadhana,13.73148,100.59834,Shared room,350,1,1,2020-01-13,1,177,0
ChingCha,Phra Nakhon,13.7525,100.50223,Hotel room,1800,1,0,2021-01-05,6,0,0
Orn,Yan na wa,13.69172,100.5373,Shared room,1135,3,0,2021-12-29,1,88,0
Kevin,Vadhana,13.72303,100.60321,Entire home/apt,2366,1,163,2022-12-23,11,315,47
Pat,Khlong Toei,13.72019,100.57858,Entire home/apt,923,40,0,2022-12-22,7,62,0
William,Huai Khwang,13.77801,100.57401,Entire home/apt,1300,30,0,2022-12-21,3,362,0
นภดล,Phaya Thai,13.79415,100.54884,Entire home/apt,15000,365,0,2022-12-21,1,363,0
Precha,Thon buri,13.71026,100.48015,Entire home/apt,1000,30,0,2022-12-20,1,0,0
Petchara,Huai Khwang,13.76605,100.57929,Entire home/apt,2978,2,59,2022-12-20,1,154,20
Pk,Vadhana,13.73905,100.56045,Entire home/apt,3637,3,1,2022-12-01,8,244,1
Wuthiphon,Lak Si,13.8708,100.58138,Private room,1500,1,2,2022-11-28,9,365,1
Curry,Ratchathewi,13.74894,100.55503,Entire home/apt,2527,3,29,2022-11-30,228,344,4
Siam Champs Elyseesi Unique Hotel,Phra Nakhon,13.75471,100.50256,Hotel room,4941,1,0,2022-12-04,8,348,0
Bangkok Shortstay,Vadhana,13.73679,100.5705,Hotel room,7929,1,0,2022-12-08,2,80,0
Kannaphat,Vadhana,13.74465,100.55926,Entire home/apt,7990,1,13,2022-12-13,3,351,7
First,Phra Nakhon,13.75187,100.50368,Private room,879,1,15,2022-11-16,5,362,11
First,Phra Nakhon,13.74965,100.50344,Private room,919,1,8,2022-10-19,5,357,5
First,Phra Nakhon,13.75006,100.50379,Private room,1090,1,16,2022-12-19,5,356,8
Nap@Pan Hostel Silom,Bang Rak,13.72707,100.52615,Hotel room,1000,1,0,2022-11-03,4,364,0
Moun,Khlong Toei,13.72682,100.56119,Entire home/apt,20000,30,0,2022-09-18,1,179,0
Thipaporn,Bang Rak,13.72131,100.51601,Private room,600,1,1,2022-08-03,1,354,1
Xu,Vadhana,13.72271,100.58424,Entire home/apt,1732,18,0,2022-09-04,24,163,0
Ananya,Khan Na Yao,13.83246,100.66238,Private room,800,1,0,2022-10-07,1,177,0
Moto,Phra Nakhon,13.76136,100.50316,Private room,491,1,0,2022-11-09,1,365,0
Luke,Khlong Toei,13.73445,100.55858,Entire home/apt,1976,2,92,2022-12-12,9,234,37
Narn,Bang Sue,13.81668,100.53113,Entire home/apt,1558,1,33,2022-07-14,15,180,1
Kritsana,Din Daeng,13.755748748779297,100.56326293945312,Entire home/apt,1947,1,42,2022-12-27,6,112,32
Wuthiphon,Lak Si,13.87233,100.58088,Private room,800,1,0,2021-08-29,9,365,0
Viewii Siraprapha,Chatu Chak,13.82563,100.56532,Entire home/apt,631,30,42,2020-05-01,9,65,0
Liang,Huai Khwang,13.76803,100.57775,Entire home/apt,1930,3,1,2022-07-08,1,176,1
Nui,Bang Sue,13.82839,100.52794,Entire home/apt,970,28,60,2022-11-13,22,126,25
Q-Box Hotel,Khan Na Yao,13.8195,100.67864,Private room,1735,1,4,2022-11-28,4,88,2
Q-Box Hotel,Khan Na Yao,13.82601,100.67471,Private room,2343,1,4,2022-11-26,4,264,3
Nap@Pan Hostel Silom,Bang Rak,13.72718,100.526,Hotel room,1000,1,0,2022-11-26,4,365,0
Pooh,Khlong Toei,13.73963,100.55338,Entire home/apt,1157,1,84,2022-11-27,3,332,39
Sirikhan,Khlong San,13.72256,100.49538,Hotel room,900,2,1,2019-06-11,1,365,0
Camila,Khlong Toei,13.70342,100.59346,Entire home/apt,1042,28,4,2022-01-03,30,82,1
Curry,Khlong Toei,13.73584,100.55909,Entire home/apt,5143,1,66,2022-12-08,228,351,28
Camila,Khlong Toei,13.70324,100.59292,Entire home/apt,1042,28,4,2019-08-24,30,82,0
Camila,Khlong Toei,13.70334,100.59124,Entire home/apt,1721,28,4,2019-12-08,30,82,0
Camila,Khlong Toei,13.70387,100.59129,Entire home/apt,1042,28,2,2019-11-18,30,82,0
Camila,Khlong Toei,13.7032,100.59261,Entire home/apt,1042,28,4,2020-01-12,30,54,0
Camila,Khlong Toei,13.70508,100.59092,Entire home/apt,1042,28,1,2019-08-05,30,54,0
Wuthiphon,Lak Si,13.87244,100.58147,Private room,750,1,4,2022-11-16,9,365,1
Minmunta,Bueng Kum,13.83125,100.63898,Private room,1039,1,0,2022-11-25,1,269,0
SABAI Guests,Parthum Wan,13.74466,100.5494,Entire home/apt,3517,2,86,2022-12-04,6,104,32
Ben,Vadhana,13.70979,100.60179,Entire home/apt,1050,2,48,2022-12-22,3,327,24
Miley,Din Daeng,13.77495,100.56039,Private room,600,2,58,2022-12-14,2,320,18
Umaporn,Suanluang,13.7138,100.63544,Private room,450,30,1,2019-08-31,1,30,0
Kamol,Vadhana,13.72077,100.58732,Hotel room,1600,1,0,2021-03-08,1,364,0
Cora,Khlong Toei,13.703,100.59248,Entire home/apt,696,30,4,2022-09-14,26,71,1
Chanzhang,Chatu Chak,13.82122,100.57621,Entire home/apt,3389,1,0,2022-10-26,1,180,0
Cora,Khlong Toei,13.70493,100.59185,Entire home/apt,700,30,5,2022-12-07,26,121,1
Cora,Khlong Toei,13.70495,100.59235,Entire home/apt,687,30,0,2021-06-19,26,81,0
Ratima,Phra Nakhon,13.76338,100.5025,Entire home/apt,2262,1,2,2019-12-31,5,276,0
Nilubon,Taling Chan,13.75684,100.45454,Entire home/apt,3500,1,0,2021-06-26,1,180,0
Kanomping,Phaya Thai,13.78265,100.54829,Entire home/apt,1546,1,92,2022-12-22,11,328,52
